Tid,Refund,Marital Status,Taxable Income,Cheat
4983,Yes,Single,223k,No
4984,No,Married,66k,No
4985,No,Divorced,92k,No
4986,No,Divorced,240k,No
4987,No,Divorced,214k,No
4988,No,Single,192k,No
4989,No,Single,160k,No
4990,Yes,Married,245k,No
4991,No,Divorced,115k,No
4992,Yes,Single,185k,No
4993,No,Married,62k,No
4994,No,Married,212k,No
4995,No,Divorced,226k,No
4996,Yes,Married,204k,No
4997,No,Single,84k,Yes
4998,No,Married,164k,No
4999,Yes,Single,230k,No
5000,No,Single,62k,No
5001,Yes,Single,90k,Yes
5002,Yes,Single,50k,No
5003,Yes,Married,233k,No
5004,Yes,Married,113k,No
5005,No,Married,175k,No
5006,No,Divorced,59k,Yes
5007,Yes,Married,206k,No
5008,No,Married,62k,No
5009,Yes,Single,183k,No
5010,No,Married,113k,Yes
5011,No,Married,155k,Yes
5012,No,Married,136k,No
5013,Yes,Married,243k,No
5014,No,Divorced,243k,Yes
5015,No,Single,237k,Yes
5016,No,Single,212k,No
5017,No,Married,165k,Yes
5018,Yes,Single,205k,No
5019,No,Single,228k,No
5020,Yes,Married,117k,No
5021,Yes,Divorced,182k,No
5022,No,Single,95k,Yes
5023,No,Married,114k,No
5024,No,Married,227k,No
5025,Yes,Divorced,121k,No
5026,No,Single,121k,No
5027,No,Single,157k,Yes
5028,Yes,Single,86k,No
5029,No,Divorced,170k,Yes
5030,No,Single,229k,No
5031,No,Divorced,249k,Yes
5032,Yes,Single,92k,No
5033,No,Married,154k,No
5034,No,Single,65k,Yes
5035,No,Single,242k,No
5036,Yes,Divorced,181k,No
5037,No,Single,219k,No
5038,No,Married,190k,No
5039,No,Divorced,247k,No
5040,No,Married,88k,No
5041,No,Married,138k,No
5042,Yes,Single,134k,No
5043,Yes,Married,237k,No
5044,Yes,Married,173k,No
5045,Yes,Married,132k,No
5046,Yes,Married,246k,No
5047,No,Divorced,218k,Yes
5048,No,Single,111k,Yes
5049,No,Single,247k,No
5050,No,Single,89k,Yes
5051,No,Married,153k,Yes
5052,No,Single,141k,No
5053,No,Divorced,50k,Yes
5054,No,Married,127k,No
5055,No,Single,87k,Yes
5056,No,Single,183k,No
5057,Yes,Married,74k,Yes
5058,Yes,Married,135k,No
5059,No,Married,240k,No
5060,No,Single,85k,Yes
5061,No,Single,142k,No
5062,No,Divorced,58k,Yes
5063,No,Single,130k,No
5064,No,Single,153k,No
5065,No,Single,53k,Yes
5066,No,Married,108k,No
5067,No,Single,247k,No
5068,No,Married,207k,No
5069,Yes,Single,205k,Yes
5070,No,Married,236k,No
5071,No,Single,105k,No
5072,No,Single,84k,Yes
5073,Yes,Single,230k,No
5074,No,Single,214k,No
5075,No,Divorced,207k,Yes
5076,No,Married,118k,No
5077,Yes,Single,101k,Yes
5078,Yes,Single,107k,No
5079,Yes,Single,126k,No
5080,No,Divorced,246k,Yes
5081,No,Married,185k,No
5082,No,Divorced,178k,Yes
5083,No,Single,166k,Yes
5084,No,Single,219k,No
5085,No,Married,67k,No
5086,No,Married,212k,No
5087,Yes,Single,178k,No
5088,No,Single,113k,No
5089,Yes,Divorced,206k,No
5090,Yes,Married,70k,No
5091,No,Single,113k,No
5092,No,Married,70k,No
5093,No,Married,234k,No
5094,No,Married,130k,No
5095,Yes,Married,87k,No
5096,No,Single,219k,No
5097,No,Divorced,166k,Yes
5098,No,Single,179k,No
5099,Yes,Single,168k,No
5100,No,Divorced,98k,Yes
5101,Yes,Single,221k,No
5102,Yes,Single,90k,No
5103,Yes,Divorced,51k,No
5104,Yes,Single,103k,Yes
5105,No,Married,56k,No
5106,Yes,Married,120k,Yes
5107,No,Married,83k,No
5108,No,Married,198k,No
5109,No,Single,138k,Yes
5110,Yes,Married,79k,Yes
5111,Yes,Married,240k,No
5112,No,Single,248k,No
5113,Yes,Married,172k,No
5114,No,Single,176k,No
5115,No,Single,198k,No
5116,No,Divorced,156k,Yes
5117,No,Married,62k,No
5118,No,Divorced,86k,No
5119,No,Single,202k,Yes
5120,Yes,Single,245k,No
5121,No,Single,169k,No
5122,Yes,Single,180k,No
5123,No,Married,78k,No
5124,No,Single,226k,No
5125,No,Married,203k,No
5126,Yes,Single,245k,No
5127,Yes,Divorced,120k,No
5128,No,Single,191k,No
5129,No,Divorced,114k,Yes
5130,Yes,Single,185k,No
5131,Yes,Single,157k,No
5132,Yes,Married,246k,No
5133,No,Married,88k,No
5134,No,Married,66k,No
5135,Yes,Married,175k,No
5136,No,Married,110k,No
5137,No,Married,132k,Yes
5138,No,Married,72k,Yes
5139,No,Married,61k,No
5140,No,Divorced,186k,Yes
5141,Yes,Married,134k,No
5142,Yes,Single,221k,No
5143,Yes,Single,70k,No
5144,No,Divorced,130k,No
5145,No,Married,129k,Yes
5146,Yes,Divorced,171k,No
5147,No,Married,97k,No
5148,Yes,Married,220k,No
5149,Yes,Single,128k,No
5150,No,Married,156k,Yes
5151,No,Divorced,229k,No
5152,Yes,Divorced,73k,Yes
5153,No,Married,96k,Yes
5154,No,Divorced,241k,Yes
5155,No,Single,246k,No
5156,Yes,Single,168k,No
5157,No,Divorced,174k,Yes
5158,No,Married,163k,No
5159,Yes,Married,95k,No
5160,No,Single,212k,No
5161,No,Married,224k,No
5162,Yes,Married,178k,No
5163,Yes,Single,51k,No
5164,No,Single,123k,No
5165,No,Single,170k,Yes
5166,No,Single,232k,No
5167,No,Single,99k,Yes
5168,Yes,Divorced,200k,No
5169,Yes,Married,221k,No
5170,No,Divorced,244k,No
5171,Yes,Divorced,188k,No
5172,No,Single,52k,Yes
5173,No,Single,233k,Yes
5174,No,Single,191k,Yes
5175,No,Married,185k,Yes
5176,Yes,Divorced,57k,No
5177,No,Single,249k,Yes
5178,Yes,Married,236k,No
5179,Yes,Single,213k,No
5180,Yes,Married,132k,No
5181,No,Married,188k,Yes
5182,No,Single,96k,Yes
5183,No,Married,144k,Yes
5184,Yes,Married,153k,No
5185,No,Married,131k,No
5186,No,Divorced,197k,No
5187,No,Single,191k,Yes
5188,No,Single,144k,No
5189,Yes,Married,159k,No
5190,No,Single,217k,No
5191,Yes,Divorced,54k,Yes
5192,No,Married,249k,Yes
5193,No,Married,217k,Yes
5194,Yes,Married,137k,No
5195,No,Single,172k,No
5196,Yes,Single,153k,Yes
5197,No,Divorced,208k,No
5198,No,Single,88k,Yes
5199,No,Divorced,137k,No
5200,No,Single,127k,No
5201,No,Married,95k,No
5202,No,Single,102k,No
5203,No,Single,241k,No
5204,Yes,Single,249k,No
5205,No,Single,104k,No
5206,Yes,Married,209k,No
5207,No,Single,89k,Yes
5208,No,Single,170k,No
5209,No,Married,136k,No
5210,No,Married,230k,No
5211,No,Single,96k,Yes
5212,Yes,Single,143k,No
5213,No,Married,231k,No
5214,No,Single,78k,Yes
5215,No,Single,234k,Yes
5216,Yes,Married,89k,Yes
5217,No,Married,211k,Yes
5218,Yes,Single,194k,No
5219,No,Single,73k,Yes
5220,No,Married,205k,No
5221,No,Married,116k,No
5222,No,Single,118k,No
5223,No,Divorced,109k,Yes
5224,No,Married,220k,No
5225,No,Single,58k,Yes
5226,Yes,Married,71k,No
5227,Yes,Single,147k,Yes
5228,Yes,Single,205k,No
5229,No,Single,119k,No
5230,No,Single,166k,No
5231,Yes,Single,174k,No
5232,No,Married,207k,No
5233,No,Married,138k,Yes
5234,Yes,Divorced,175k,No
5235,No,Single,141k,No
5236,No,Single,94k,Yes
5237,No,Divorced,121k,Yes
5238,Yes,Single,179k,No
5239,No,Married,242k,No
5240,No,Married,126k,No
5241,No,Single,163k,No
5242,No,Single,79k,Yes
5243,No,Single,77k,Yes
5244,No,Divorced,51k,Yes
5245,No,Married,136k,No
5246,No,Married,82k,Yes
5247,No,Married,106k,No
5248,Yes,Single,240k,No
5249,No,Married,201k,Yes
5250,No,Married,81k,No
5251,No,Married,243k,No
5252,No,Married,82k,No
5253,No,Married,53k,No
5254,No,Single,98k,Yes
5255,Yes,Single,209k,No
5256,No,Single,118k,No
5257,No,Single,229k,No
5258,No,Single,162k,Yes
5259,No,Divorced,231k,Yes
5260,No,Married,185k,No
5261,No,Married,190k,No
5262,No,Married,190k,Yes
5263,No,Divorced,119k,No
5264,No,Married,67k,No
5265,No,Single,79k,No
5266,Yes,Married,176k,No
5267,No,Married,50k,No
5268,Yes,Married,191k,No
5269,No,Single,106k,Yes
5270,No,Married,99k,No
5271,No,Single,88k,Yes
5272,No,Married,146k,No
5273,Yes,Divorced,123k,No
5274,No,Married,186k,No
5275,No,Single,212k,No
5276,No,Married,141k,No
5277,No,Married,78k,Yes
5278,Yes,Divorced,190k,No
5279,No,Married,221k,No
5280,Yes,Single,159k,No
5281,No,Single,51k,Yes
5282,No,Married,191k,Yes
5283,No,Married,173k,No
5284,Yes,Single,145k,No
5285,No,Married,92k,No
5286,Yes,Single,188k,No
5287,Yes,Married,126k,No
5288,No,Married,64k,Yes
5289,Yes,Married,74k,No
5290,No,Single,100k,No
5291,No,Single,212k,No
5292,Yes,Married,129k,Yes
5293,No,Single,120k,No
5294,No,Married,178k,Yes
5295,No,Married,135k,Yes
5296,No,Single,143k,Yes
5297,Yes,Single,82k,Yes
5298,No,Single,73k,Yes
5299,No,Single,63k,Yes
5300,No,Married,102k,No
5301,Yes,Single,124k,No
5302,No,Married,232k,No
5303,No,Married,116k,No
5304,No,Single,162k,No
5305,No,Single,195k,No
5306,No,Married,156k,Yes
5307,No,Single,132k,No
5308,Yes,Single,119k,No
5309,No,Divorced,182k,Yes
5310,Yes,Single,238k,No
5311,No,Single,56k,No
5312,No,Single,149k,Yes
5313,Yes,Single,143k,Yes
5314,No,Married,196k,No
5315,No,Single,152k,No
5316,Yes,Single,65k,Yes
5317,No,Single,148k,No
5318,No,Single,119k,No
5319,No,Single,165k,No
5320,No,Married,74k,No
5321,No,Married,67k,No
5322,No,Married,94k,No
5323,No,Married,164k,No
5324,No,Married,207k,No
5325,No,Single,167k,Yes
5326,No,Single,242k,No
5327,No,Divorced,50k,Yes
5328,No,Married,194k,No
5329,No,Single,165k,No
5330,Yes,Married,132k,No
5331,Yes,Single,97k,Yes
5332,No,Married,107k,No
5333,No,Married,115k,Yes
5334,No,Married,168k,No
5335,Yes,Divorced,168k,No
5336,No,Single,54k,Yes
5337,No,Married,167k,No
5338,Yes,Married,106k,No
5339,No,Married,98k,No
5340,No,Married,136k,No
5341,No,Married,169k,No
5342,No,Single,107k,No
5343,No,Single,102k,No
5344,Yes,Married,191k,No
5345,No,Divorced,110k,Yes
5346,Yes,Single,51k,Yes
5347,No,Single,181k,No
5348,Yes,Married,83k,No
5349,No,Single,77k,Yes
5350,No,Married,167k,No
5351,Yes,Married,83k,No
5352,No,Divorced,120k,Yes
5353,Yes,Married,57k,Yes
5354,Yes,Married,144k,No
5355,Yes,Married,195k,No
5356,No,Married,61k,Yes
5357,No,Single,228k,No
5358,No,Married,214k,No
5359,No,Single,147k,Yes
5360,No,Single,179k,No
5361,No,Single,215k,No
5362,No,Divorced,231k,Yes
5363,Yes,Divorced,92k,No
5364,Yes,Married,52k,Yes
5365,Yes,Single,207k,Yes
5366,Yes,Married,105k,No
5367,Yes,Married,146k,No
5368,No,Married,228k,No
5369,No,Married,116k,No
5370,No,Married,142k,Yes
5371,No,Married,175k,No
5372,No,Married,91k,Yes
5373,No,Single,152k,No
5374,No,Married,188k,Yes
5375,No,Married,73k,No
5376,Yes,Married,104k,Yes
5377,Yes,Married,216k,No
5378,No,Single,220k,No
5379,Yes,Married,74k,Yes
5380,No,Married,57k,No
5381,No,Single,200k,Yes
5382,Yes,Married,205k,No
5383,No,Married,91k,No
5384,Yes,Married,65k,No
5385,No,Married,204k,No
5386,No,Divorced,130k,Yes
5387,Yes,Single,195k,No
5388,No,Divorced,249k,Yes
5389,No,Married,73k,Yes
5390,Yes,Single,201k,No
5391,No,Single,167k,No
5392,No,Married,103k,Yes
5393,Yes,Divorced,100k,No
5394,Yes,Single,126k,Yes
5395,No,Single,240k,Yes
5396,No,Single,58k,Yes
5397,Yes,Married,234k,No
5398,No,Married,235k,No
5399,Yes,Married,192k,No
5400,No,Single,214k,No
5401,No,Married,203k,Yes
5402,No,Married,54k,Yes
5403,No,Married,213k,No
5404,No,Single,86k,No
5405,Yes,Married,241k,No
5406,Yes,Single,150k,No
5407,No,Married,187k,No
5408,Yes,Single,243k,No
5409,No,Single,64k,Yes
5410,No,Married,113k,Yes
5411,No,Single,215k,No
5412,No,Single,114k,No
5413,Yes,Divorced,51k,No
5414,No,Married,165k,Yes
5415,Yes,Single,184k,No
5416,No,Single,162k,Yes
5417,No,Married,118k,No
5418,No,Single,178k,No
5419,No,Divorced,175k,No
5420,No,Divorced,199k,Yes
5421,Yes,Single,153k,No
5422,No,Divorced,169k,Yes
5423,No,Divorced,158k,No
5424,Yes,Married,182k,No
5425,Yes,Single,156k,No
5426,No,Single,58k,Yes
5427,Yes,Divorced,113k,No
5428,Yes,Married,128k,No
5429,Yes,Single,149k,Yes
5430,No,Single,121k,No
5431,No,Married,158k,No
5432,No,Married,158k,Yes
5433,No,Single,63k,Yes
5434,No,Married,238k,No
5435,Yes,Divorced,243k,No
5436,No,Divorced,61k,No
5437,No,Single,89k,Yes
5438,No,Divorced,149k,Yes
5439,No,Divorced,217k,No
5440,No,Divorced,237k,Yes
5441,No,Divorced,140k,Yes
5442,Yes,Married,126k,No
5443,Yes,Married,111k,Yes
5444,No,Married,145k,No
5445,No,Single,73k,Yes
5446,No,Single,188k,No
5447,No,Married,99k,Yes
5448,No,Married,100k,No
5449,No,Married,126k,No
5450,No,Divorced,151k,Yes
5451,Yes,Married,85k,No
5452,No,Married,133k,No
5453,No,Divorced,61k,Yes
5454,Yes,Single,244k,No
5455,No,Married,194k,No
5456,No,Married,81k,Yes
5457,No,Married,228k,No
5458,No,Divorced,54k,No
5459,No,Married,184k,No
5460,Yes,Single,204k,No
5461,No,Single,81k,Yes
5462,No,Divorced,178k,Yes
5463,No,Single,234k,No
5464,No,Divorced,68k,No
5465,No,Single,183k,No
5466,No,Single,126k,No
5467,No,Married,175k,Yes
5468,Yes,Divorced,218k,No
5469,No,Divorced,219k,No
5470,No,Single,233k,No
5471,Yes,Married,101k,No
5472,Yes,Married,244k,Yes
5473,No,Married,161k,No
5474,No,Married,62k,Yes
5475,No,Single,239k,No
5476,No,Single,135k,Yes
5477,No,Single,195k,No
5478,No,Single,93k,Yes
5479,Yes,Divorced,155k,No
5480,No,Married,155k,No
5481,No,Married,135k,No
5482,No,Married,109k,No
5483,No,Married,161k,No
5484,No,Married,228k,No
5485,Yes,Divorced,76k,No
5486,Yes,Single,232k,No
5487,Yes,Married,208k,No
5488,No,Divorced,106k,Yes
5489,No,Married,155k,Yes
5490,No,Divorced,168k,Yes
5491,No,Married,122k,Yes
5492,No,Single,228k,No
5493,No,Single,157k,No
5494,No,Divorced,141k,Yes
5495,Yes,Divorced,166k,No
5496,Yes,Married,243k,No
5497,No,Divorced,141k,Yes
5498,No,Married,144k,No
5499,No,Divorced,52k,No
5500,Yes,Single,139k,No
5501,No,Divorced,164k,Yes
5502,No,Single,113k,Yes
5503,Yes,Single,182k,No
5504,Yes,Single,154k,No
5505,No,Single,228k,Yes
5506,No,Divorced,148k,No
5507,No,Married,148k,No
5508,Yes,Married,80k,No
5509,Yes,Divorced,128k,Yes
5510,Yes,Single,177k,No
5511,No,Married,77k,Yes
5512,Yes,Single,183k,No
5513,Yes,Married,153k,No
5514,No,Married,96k,Yes
5515,Yes,Married,98k,No
5516,No,Divorced,205k,Yes
5517,No,Divorced,175k,Yes
5518,Yes,Divorced,73k,No
5519,No,Divorced,141k,Yes
5520,No,Married,200k,Yes
5521,No,Married,180k,Yes
5522,No,Married,159k,Yes
5523,Yes,Married,236k,No
5524,No,Divorced,56k,Yes
5525,No,Divorced,207k,Yes
5526,Yes,Single,97k,No
5527,No,Married,176k,No
5528,Yes,Married,95k,No
5529,No,Married,211k,No
5530,No,Divorced,157k,Yes
5531,No,Married,243k,Yes
5532,Yes,Divorced,96k,No
5533,No,Married,150k,No
5534,No,Married,67k,Yes
5535,No,Single,114k,No
5536,No,Married,156k,Yes
5537,Yes,Single,205k,No
5538,Yes,Married,125k,No
5539,Yes,Single,103k,Yes
5540,No,Single,92k,Yes
5541,Yes,Single,76k,No
5542,Yes,Married,190k,No
5543,No,Divorced,143k,No
5544,Yes,Single,230k,No
5545,Yes,Married,127k,No
5546,No,Single,246k,No
5547,No,Married,92k,No
5548,No,Single,67k,Yes
5549,No,Single,226k,Yes
5550,No,Single,164k,No
5551,No,Divorced,84k,Yes
5552,No,Divorced,145k,Yes
5553,Yes,Single,167k,No
5554,Yes,Single,105k,No
5555,No,Married,112k,No
5556,Yes,Divorced,220k,No
5557,No,Single,221k,No
5558,Yes,Married,93k,Yes
5559,Yes,Single,240k,No
5560,No,Married,142k,No
5561,Yes,Divorced,53k,No
5562,Yes,Single,126k,No
5563,No,Married,124k,No
5564,Yes,Married,119k,No
5565,No,Single,51k,Yes
5566,No,Single,51k,Yes
5567,Yes,Married,118k,No
5568,No,Single,117k,No
5569,No,Married,118k,No
5570,No,Married,241k,Yes
5571,Yes,Married,122k,Yes
5572,No,Single,199k,No
5573,No,Divorced,248k,Yes
5574,No,Married,78k,No
5575,Yes,Divorced,169k,No
5576,Yes,Divorced,191k,No
5577,Yes,Married,205k,No
5578,Yes,Single,69k,No
5579,Yes,Single,168k,No
5580,No,Married,64k,No
5581,No,Single,74k,Yes
5582,No,Divorced,219k,No
5583,No,Married,245k,No
5584,No,Single,182k,Yes
5585,Yes,Divorced,182k,No
5586,No,Married,106k,Yes
5587,No,Married,143k,Yes
5588,No,Single,208k,No
5589,No,Single,195k,No
5590,No,Single,71k,Yes
5591,No,Married,243k,No
5592,No,Married,180k,Yes
5593,No,Single,73k,No
5594,No,Single,121k,No
5595,Yes,Married,105k,Yes
5596,Yes,Divorced,243k,No
5597,Yes,Married,158k,No
5598,No,Married,140k,No
5599,Yes,Single,182k,No
5600,Yes,Single,75k,No
5601,Yes,Married,77k,No
5602,Yes,Married,125k,No
5603,No,Married,92k,No
5604,Yes,Married,100k,No
5605,No,Married,245k,No
5606,No,Married,60k,Yes
5607,No,Married,153k,No
5608,No,Married,82k,Yes
5609,Yes,Divorced,244k,No
5610,No,Divorced,68k,Yes
5611,No,Single,245k,No
5612,No,Single,118k,No
5613,No,Married,161k,No
5614,No,Single,135k,Yes
5615,No,Single,116k,No
5616,No,Divorced,88k,Yes
5617,No,Married,142k,No
5618,Yes,Married,68k,No
5619,Yes,Divorced,150k,Yes
5620,No,Single,158k,No
5621,Yes,Married,124k,No
5622,Yes,Single,162k,No
5623,No,Single,214k,No
5624,No,Divorced,122k,Yes
5625,No,Single,245k,No
5626,No,Married,151k,No
5627,No,Married,168k,No
5628,No,Single,242k,No
5629,Yes,Single,189k,Yes
5630,No,Married,168k,No
5631,Yes,Married,185k,No
5632,No,Divorced,109k,No
5633,No,Divorced,119k,Yes
5634,No,Single,77k,No
5635,Yes,Married,240k,No
5636,No,Divorced,129k,Yes
5637,No,Married,150k,No
5638,No,Married,93k,Yes
5639,No,Married,244k,Yes
5640,No,Single,196k,No
5641,No,Single,72k,Yes
5642,No,Single,219k,No
5643,Yes,Married,245k,No
5644,No,Married,81k,No
5645,Yes,Divorced,195k,Yes
5646,No,Single,171k,No
5647,No,Single,117k,Yes
5648,No,Divorced,124k,No
5649,No,Married,198k,No
5650,Yes,Divorced,203k,Yes
5651,No,Married,214k,No
5652,No,Single,206k,No
5653,Yes,Single,145k,No
5654,Yes,Single,197k,No
5655,No,Married,126k,No
5656,No,Married,126k,Yes
5657,No,Single,247k,No
5658,No,Single,117k,No
5659,Yes,Married,217k,No
5660,No,Divorced,154k,Yes
5661,Yes,Divorced,220k,No
5662,Yes,Single,145k,No
5663,No,Married,61k,No
5664,Yes,Married,150k,No
5665,Yes,Divorced,166k,No
5666,No,Married,188k,Yes
5667,No,Single,150k,No
5668,No,Divorced,118k,No
5669,No,Single,82k,Yes
5670,Yes,Divorced,215k,No
5671,Yes,Married,179k,No
5672,Yes,Single,78k,No
5673,No,Married,237k,No
5674,Yes,Married,209k,No
5675,Yes,Single,133k,Yes
5676,No,Single,62k,Yes
5677,No,Married,214k,No
5678,Yes,Divorced,209k,No
5679,No,Single,116k,No
5680,No,Married,80k,No
5681,No,Divorced,62k,No
5682,No,Married,118k,No
5683,No,Divorced,122k,Yes
5684,Yes,Divorced,87k,No
5685,No,Married,195k,No
5686,No,Married,167k,Yes
5687,No,Married,118k,No
5688,Yes,Married,67k,No
5689,No,Married,230k,Yes
5690,No,Single,190k,Yes
5691,No,Married,164k,No
5692,Yes,Married,90k,No
5693,Yes,Married,150k,No
5694,No,Single,218k,No
5695,No,Married,77k,No
5696,No,Married,214k,No
5697,Yes,Married,191k,No
5698,No,Single,244k,No
5699,No,Married,210k,Yes
5700,No,Single,157k,Yes
5701,No,Married,235k,No
5702,No,Divorced,120k,No
5703,No,Single,152k,No
5704,Yes,Married,235k,No
5705,Yes,Married,149k,No
5706,No,Married,143k,No
5707,No,Married,58k,No
5708,No,Married,171k,No
5709,No,Single,106k,Yes
5710,Yes,Married,244k,No
5711,Yes,Married,146k,No
5712,No,Married,109k,Yes
5713,No,Divorced,196k,Yes
5714,Yes,Divorced,244k,No
5715,Yes,Single,182k,No
5716,No,Divorced,98k,No
5717,No,Single,162k,Yes
5718,Yes,Single,109k,Yes
5719,Yes,Married,90k,No
5720,No,Single,157k,No
5721,Yes,Divorced,82k,No
5722,No,Single,157k,Yes
5723,No,Single,164k,No
5724,Yes,Single,128k,No
5725,Yes,Married,193k,No
5726,No,Married,144k,No
5727,No,Married,183k,Yes
5728,No,Single,223k,No
5729,Yes,Divorced,196k,No
5730,No,Single,106k,No
5731,Yes,Divorced,141k,No
5732,Yes,Single,141k,No
5733,No,Divorced,126k,No
5734,Yes,Single,145k,No
5735,No,Single,203k,No
5736,No,Divorced,125k,Yes
5737,No,Single,95k,Yes
5738,No,Married,185k,No
5739,No,Married,200k,No
5740,Yes,Divorced,167k,No
5741,No,Married,164k,No
5742,No,Divorced,234k,No
5743,No,Single,231k,No
5744,No,Divorced,87k,Yes
5745,No,Married,110k,No
5746,No,Single,220k,Yes
5747,No,Single,93k,Yes
5748,No,Married,102k,No
5749,No,Single,232k,No
5750,Yes,Single,211k,No
5751,No,Married,162k,Yes
5752,Yes,Single,74k,Yes
5753,No,Divorced,195k,No
5754,Yes,Married,148k,Yes
5755,No,Married,93k,Yes
5756,No,Married,151k,No
5757,No,Single,92k,Yes
5758,No,Single,165k,No
5759,Yes,Married,58k,No
5760,Yes,Married,187k,No
5761,No,Married,90k,No
5762,No,Married,55k,No
5763,No,Married,151k,Yes
5764,No,Married,137k,No
5765,No,Single,244k,No
5766,No,Single,161k,No
5767,No,Divorced,175k,Yes
5768,No,Married,146k,No
5769,No,Single,64k,Yes
5770,No,Married,132k,No
5771,No,Divorced,230k,No
5772,Yes,Single,188k,No
5773,No,Married,172k,Yes
5774,Yes,Single,94k,No
5775,Yes,Divorced,154k,No
5776,No,Single,100k,No
5777,Yes,Single,160k,No
5778,No,Single,227k,Yes
5779,Yes,Married,81k,No
5780,No,Married,164k,No
5781,No,Single,113k,No
5782,Yes,Single,130k,No
5783,No,Single,151k,No
5784,Yes,Single,242k,No
5785,Yes,Single,224k,No
5786,No,Divorced,96k,Yes
5787,No,Married,238k,No
5788,No,Divorced,80k,No
5789,Yes,Married,191k,No
5790,No,Single,162k,Yes
5791,No,Married,211k,No
5792,No,Single,163k,Yes
5793,No,Divorced,219k,Yes
5794,No,Married,147k,No
5795,No,Married,155k,No
5796,Yes,Married,118k,No
5797,Yes,Single,128k,No
5798,Yes,Married,154k,No
5799,No,Single,133k,Yes
5800,No,Married,221k,No
5801,No,Divorced,192k,No
5802,Yes,Married,74k,No
5803,No,Divorced,196k,Yes
5804,No,Married,215k,No
5805,No,Single,119k,No
5806,No,Divorced,177k,Yes
5807,No,Single,66k,Yes
5808,Yes,Married,108k,No
5809,No,Married,230k,Yes
5810,Yes,Divorced,218k,Yes
5811,No,Single,62k,Yes
5812,No,Married,241k,No
5813,No,Married,187k,Yes
5814,No,Divorced,193k,Yes
5815,Yes,Divorced,218k,No
5816,No,Married,214k,Yes
5817,No,Divorced,86k,Yes
5818,No,Single,131k,No
5819,No,Divorced,190k,Yes
5820,No,Single,101k,Yes
5821,Yes,Married,183k,No
5822,No,Single,129k,No
5823,No,Single,229k,No
5824,No,Single,71k,Yes
5825,Yes,Single,88k,Yes
5826,No,Single,212k,No
5827,No,Single,87k,Yes
5828,No,Married,188k,No
5829,No,Married,207k,No
5830,No,Married,249k,Yes
5831,No,Married,154k,Yes
5832,No,Divorced,213k,Yes
5833,No,Married,169k,No
5834,No,Married,78k,No
5835,No,Single,59k,No
5836,Yes,Married,98k,Yes
5837,No,Single,64k,Yes
5838,No,Divorced,125k,Yes
5839,No,Single,186k,No
5840,No,Divorced,70k,Yes
5841,No,Divorced,72k,Yes
5842,No,Married,232k,Yes
5843,No,Divorced,60k,No
5844,No,Single,212k,No
5845,No,Married,134k,No
5846,No,Married,166k,No
5847,No,Married,63k,No
5848,No,Single,227k,No
5849,No,Single,186k,No
5850,No,Single,146k,No
5851,No,Married,120k,Yes
5852,No,Divorced,85k,Yes
5853,Yes,Divorced,180k,No
5854,No,Married,184k,No
5855,Yes,Married,180k,No
5856,No,Married,91k,No
5857,No,Married,68k,No
5858,Yes,Single,162k,No
5859,No,Divorced,57k,No
5860,No,Single,80k,Yes
5861,Yes,Divorced,85k,No
5862,No,Single,219k,No
5863,Yes,Married,148k,No
5864,No,Single,172k,No
5865,No,Single,186k,No
5866,No,Single,111k,Yes
5867,Yes,Married,65k,No
5868,Yes,Divorced,233k,No
5869,No,Single,235k,Yes
5870,No,Single,240k,No
5871,No,Single,139k,No
5872,No,Single,126k,No
5873,No,Married,100k,No
5874,No,Single,217k,No
5875,No,Married,78k,Yes
5876,Yes,Divorced,62k,No
5877,No,Married,94k,No
5878,Yes,Single,190k,No
5879,No,Married,179k,Yes
5880,No,Single,198k,Yes
5881,Yes,Married,129k,Yes
5882,No,Single,199k,No
5883,No,Single,92k,Yes
5884,No,Divorced,82k,No
5885,No,Single,89k,Yes
5886,Yes,Single,239k,No
5887,No,Single,197k,No
5888,No,Divorced,193k,No
5889,Yes,Single,199k,No
5890,No,Single,57k,Yes
5891,Yes,Married,211k,No
5892,No,Married,186k,No
5893,No,Married,90k,Yes
5894,Yes,Divorced,169k,No
5895,Yes,Single,153k,No
5896,No,Single,232k,No
5897,No,Married,191k,No
5898,Yes,Married,58k,Yes
5899,No,Married,165k,No
5900,Yes,Married,91k,No
5901,No,Married,82k,No
5902,No,Divorced,247k,Yes
5903,Yes,Married,61k,No
5904,Yes,Married,101k,Yes
5905,No,Married,94k,No
5906,Yes,Divorced,144k,No
5907,Yes,Single,100k,No
5908,Yes,Married,67k,No
5909,Yes,Married,186k,No
5910,Yes,Divorced,182k,No
5911,Yes,Single,197k,No
5912,Yes,Divorced,247k,No
5913,Yes,Married,249k,Yes
5914,No,Married,176k,No
5915,No,Divorced,68k,Yes
5916,Yes,Married,172k,No
5917,Yes,Divorced,183k,No
5918,No,Single,63k,Yes
5919,No,Single,140k,Yes
5920,Yes,Single,178k,No
5921,Yes,Single,218k,No
5922,No,Married,108k,No
5923,Yes,Single,131k,Yes
5924,Yes,Single,201k,No
5925,No,Married,171k,No
5926,Yes,Single,223k,No
5927,Yes,Married,241k,No
5928,No,Married,163k,No
5929,No,Married,91k,Yes
5930,No,Single,52k,Yes
5931,Yes,Married,79k,No
5932,No,Single,81k,Yes
5933,Yes,Divorced,63k,No
5934,No,Single,210k,No
