Refund,Marital Status,Taxable Income,Cheat
Yes,Single,239k,No
No,Divorced,189k,Yes
Yes,Married,96k,No
No,Single,204k,No
Yes,Divorced,200k,No
No,Single,108k,No
Yes,Married,71k,Yes
No,Married,147k,No
No,Single,169k,No
Yes,Married,248k,No
Yes,Single,193k,No
No,Single,77k,Yes
Yes,Divorced,115k,No
No,Single,93k,Yes
No,Divorced,173k,No
No,Single,187k,No
Yes,Single,68k,No
No,Single,229k,No
No,Single,54k,Yes
Yes,Single,246k,No
No,Single,59k,Yes
No,Divorced,213k,No
No,Single,97k,Yes
No,Married,114k,No
No,Married,203k,No
No,Single,171k,Yes
No,Divorced,81k,Yes
No,Divorced,222k,No
No,Single,214k,No
No,Married,72k,No
Yes,Married,112k,No
No,Single,87k,Yes
No,Single,63k,Yes
No,Single,98k,Yes
Yes,Single,139k,Yes
No,Single,227k,No
No,Married,120k,No
No,Married,243k,Yes
Yes,Single,129k,No
Yes,Married,244k,No
No,Married,230k,No
Yes,Married,158k,No
Yes,Single,166k,No
No,Divorced,232k,No
No,Divorced,249k,No
No,Single,84k,Yes
No,Single,198k,No
No,Single,166k,No
No,Married,201k,No
Yes,Divorced,195k,No
Yes,Single,152k,No
Yes,Divorced,246k,No
Yes,Married,79k,No
No,Married,60k,Yes
No,Married,221k,No
Yes,Single,123k,No
No,Divorced,84k,Yes
Yes,Single,93k,No
Yes,Divorced,226k,No
No,Married,153k,No
No,Single,79k,Yes
No,Divorced,227k,No
No,Single,159k,No
No,Single,168k,No
No,Divorced,136k,No
No,Married,78k,Yes
No,Married,189k,Yes
No,Married,202k,No
Yes,Divorced,126k,No
Yes,Married,119k,No
No,Married,107k,No
No,Married,177k,Yes
No,Married,159k,No
No,Divorced,182k,No
No,Married,168k,No
Yes,Married,195k,No
No,Married,233k,No
No,Single,81k,Yes
No,Married,210k,No
No,Divorced,62k,Yes
No,Single,219k,No
Yes,Married,227k,No
Yes,Married,71k,Yes
No,Married,206k,No
Yes,Married,208k,No
No,Single,186k,Yes
No,Single,119k,No
No,Married,136k,Yes
No,Single,186k,Yes
No,Married,79k,No
No,Married,142k,No
No,Single,91k,Yes
No,Married,130k,No
No,Divorced,121k,No
No,Single,118k,No
No,Divorced,235k,No
No,Married,89k,Yes
No,Married,197k,No
No,Single,195k,No
No,Divorced,137k,No
No,Divorced,130k,No
No,Single,72k,Yes
No,Single,180k,No
No,Married,167k,No
No,Divorced,143k,Yes
No,Married,156k,No
No,Single,62k,Yes
No,Single,205k,Yes
Yes,Divorced,234k,No
No,Single,163k,No
No,Married,62k,No
Yes,Divorced,85k,No
No,Single,177k,No
No,Single,230k,No
No,Single,242k,No
Yes,Married,102k,No
No,Married,164k,No
Yes,Divorced,129k,Yes
No,Married,121k,No
No,Married,143k,No
Yes,Married,210k,No
No,Married,165k,No
No,Divorced,197k,No
Yes,Married,152k,No
Yes,Married,160k,Yes
No,Married,70k,Yes
No,Single,187k,No
Yes,Single,57k,Yes
Yes,Single,163k,No
No,Single,165k,No
No,Single,208k,No
No,Married,71k,No
No,Divorced,168k,No
Yes,Divorced,105k,No
No,Single,194k,No
Yes,Divorced,107k,No
Yes,Single,150k,No
Yes,Married,146k,No
No,Single,173k,No
No,Married,211k,Yes
Yes,Divorced,81k,Yes
No,Married,163k,Yes
No,Single,97k,Yes
No,Married,113k,No
Yes,Married,64k,No
No,Divorced,212k,No
No,Married,245k,No
Yes,Single,184k,No
No,Single,79k,Yes
Yes,Married,100k,No
No,Married,198k,No
Yes,Divorced,87k,No
No,Single,54k,Yes
Yes,Single,140k,No
No,Divorced,72k,Yes
Yes,Single,164k,No
No,Married,146k,No
Yes,Married,97k,No
No,Divorced,167k,No
No,Married,149k,No
Yes,Divorced,134k,No
No,Married,150k,No
Yes,Married,144k,Yes
No,Married,137k,No
Yes,Married,130k,No
No,Married,67k,Yes
No,Single,142k,No
Yes,Married,197k,No
No,Married,82k,No
No,Single,244k,No
No,Single,216k,No
No,Single,156k,No
No,Married,210k,No
Yes,Single,194k,No
Yes,Single,202k,No
No,Single,133k,No
Yes,Single,149k,Yes
Yes,Single,132k,No
No,Single,243k,No
No,Married,131k,No
No,Single,170k,No
No,Single,146k,No
No,Single,145k,Yes
No,Single,82k,Yes
No,Single,200k,No
No,Single,177k,No
Yes,Single,152k,No
No,Married,175k,No
No,Divorced,190k,No
No,Divorced,239k,No
No,Single,78k,Yes
No,Married,126k,No
No,Married,57k,No
No,Married,171k,No
No,Single,122k,No
No,Single,144k,Yes
Yes,Divorced,121k,No
Yes,Single,86k,No
No,Married,147k,No
No,Divorced,243k,No
No,Single,203k,Yes
Yes,Married,174k,No
No,Married,193k,No
No,Single,91k,Yes
No,Single,86k,Yes
No,Single,128k,No
No,Single,80k,Yes
Yes,Single,50k,No
Yes,Single,95k,No
No,Single,84k,Yes
No,Single,166k,No
No,Divorced,51k,Yes
Yes,Married,80k,No
No,Single,154k,No
Yes,Single,86k,No
Yes,Single,113k,No
Yes,Single,195k,No
Yes,Married,188k,No
Yes,Married,169k,Yes
No,Married,119k,No
No,Single,54k,Yes
No,Married,52k,No
No,Married,123k,No
Yes,Married,79k,No
Yes,Divorced,203k,No
Yes,Single,205k,No
Yes,Divorced,209k,No
No,Divorced,103k,Yes
No,Single,196k,No
No,Divorced,173k,No
No,Single,199k,No
Yes,Married,199k,No
No,Married,233k,No
Yes,Married,195k,No
No,Married,60k,No
No,Single,91k,Yes
No,Single,146k,No
No,Single,239k,Yes
No,Divorced,106k,Yes
No,Single,197k,No
No,Married,126k,No
Yes,Single,218k,No
Yes,Divorced,192k,No
Yes,Married,170k,No
No,Single,70k,Yes
No,Single,207k,No
No,Single,67k,Yes
Yes,Single,170k,No
Yes,Married,59k,No
No,Single,100k,No
No,Married,180k,No
No,Married,245k,No
No,Married,193k,No
No,Single,200k,No
No,Married,64k,Yes
No,Single,200k,No
Yes,Married,101k,No
No,Single,148k,No
No,Married,69k,No
No,Married,188k,No
Yes,Married,195k,No
No,Single,123k,No
No,Divorced,236k,No
No,Married,235k,No
No,Married,115k,Yes
Yes,Married,90k,No
No,Married,214k,No
No,Divorced,185k,No
No,Single,221k,No
No,Single,201k,No
No,Divorced,213k,No
No,Divorced,240k,No
No,Single,207k,No
No,Married,237k,No
Yes,Married,54k,No
Yes,Divorced,174k,No
Yes,Married,57k,Yes
Yes,Divorced,115k,Yes
Yes,Married,230k,No
No,Married,154k,No
Yes,Married,212k,No
No,Divorced,120k,No
No,Single,171k,Yes
No,Single,222k,No
Yes,Single,157k,Yes
No,Married,108k,No
No,Married,163k,No
Yes,Divorced,167k,No
No,Single,66k,Yes
No,Single,147k,No
No,Married,58k,Yes
No,Divorced,74k,Yes
No,Single,107k,Yes
No,Single,200k,No
No,Divorced,54k,Yes
No,Married,178k,No
No,Divorced,162k,No
Yes,Married,237k,No
Yes,Single,213k,No
Yes,Single,193k,No
No,Married,161k,No
No,Single,143k,No
No,Single,186k,Yes
No,Married,231k,No
Yes,Single,212k,No
Yes,Married,139k,No
No,Divorced,204k,No
Yes,Divorced,143k,No
No,Single,199k,No
No,Single,110k,No
No,Divorced,247k,No
No,Single,95k,Yes
Yes,Single,105k,No
Yes,Divorced,207k,No
Yes,Single,72k,No
Yes,Single,56k,No
No,Single,107k,No
No,Single,86k,Yes
No,Married,53k,No
No,Divorced,163k,No
No,Divorced,60k,Yes
No,Married,116k,Yes
Yes,Married,160k,No
No,Single,102k,No
No,Single,99k,Yes
No,Married,133k,No
Yes,Married,99k,No
No,Single,148k,No
No,Single,79k,Yes
No,Single,227k,No
No,Married,53k,No
No,Married,202k,No
No,Married,88k,No
No,Divorced,100k,Yes
Yes,Single,150k,No
No,Divorced,160k,No
Yes,Single,234k,No
No,Single,78k,Yes
No,Divorced,106k,Yes
No,Married,228k,No
No,Divorced,206k,Yes
No,Single,59k,Yes
Yes,Married,227k,No
Yes,Married,103k,No
Yes,Divorced,90k,No
No,Single,177k,Yes
No,Divorced,103k,Yes
No,Single,164k,No
Yes,Divorced,93k,No
No,Married,98k,No
No,Single,219k,No
No,Single,165k,No
No,Single,199k,Yes
Yes,Single,108k,No
No,Single,237k,No
No,Single,122k,No
No,Divorced,82k,Yes
No,Single,195k,No
No,Married,107k,No
No,Married,51k,No
No,Divorced,232k,No
No,Single,232k,No
No,Single,54k,Yes
No,Single,135k,No
Yes,Single,123k,No
Yes,Single,159k,No
No,Married,93k,No
No,Single,148k,No
Yes,Married,63k,No
Yes,Single,211k,No
Yes,Single,60k,No
No,Divorced,141k,No
No,Divorced,176k,No
No,Single,188k,Yes
No,Married,164k,No
Yes,Married,176k,Yes
No,Divorced,234k,No
Yes,Divorced,59k,Yes
No,Married,106k,No
No,Married,123k,Yes
No,Married,127k,No
Yes,Single,195k,No
No,Married,75k,No
No,Divorced,57k,Yes
No,Divorced,107k,Yes
Yes,Single,58k,No
Yes,Single,220k,No
No,Married,150k,Yes
No,Married,131k,No
Yes,Married,101k,No
No,Married,155k,No
No,Married,249k,No
Yes,Divorced,160k,No
Yes,Single,55k,No
No,Single,233k,Yes
No,Single,202k,No
Yes,Married,62k,No
Yes,Married,170k,No
No,Married,59k,No
No,Divorced,224k,No
Yes,Single,243k,No
Yes,Single,138k,No
Yes,Single,178k,No
No,Married,127k,No
No,Single,97k,Yes
No,Single,100k,No
No,Single,144k,No
No,Married,217k,Yes
Yes,Divorced,98k,Yes
No,Single,54k,Yes
No,Single,227k,No
Yes,Divorced,162k,No
No,Divorced,156k,No
No,Married,135k,No
No,Single,92k,Yes
No,Married,238k,No
Yes,Single,181k,No
No,Divorced,216k,No
No,Single,147k,Yes
Yes,Married,195k,No
No,Divorced,190k,No
No,Single,229k,No
Yes,Single,200k,No
No,Married,212k,No
No,Divorced,112k,Yes
No,Single,223k,No
Yes,Married,190k,No
No,Divorced,177k,No
No,Married,104k,No
No,Married,169k,No
Yes,Single,213k,No
No,Divorced,204k,No
No,Married,141k,No
No,Married,71k,No
No,Single,140k,No
No,Single,135k,No
No,Married,76k,No
No,Married,55k,No
No,Divorced,204k,No
Yes,Single,236k,No
No,Single,115k,No
No,Married,225k,No
No,Divorced,173k,Yes
No,Divorced,154k,No
No,Married,77k,Yes
No,Divorced,135k,No
No,Married,54k,No
No,Married,196k,No
No,Divorced,213k,No
Yes,Single,207k,No
No,Single,150k,No
No,Single,94k,Yes
No,Divorced,51k,Yes
No,Single,130k,No
No,Married,221k,Yes
No,Single,81k,Yes
No,Divorced,248k,No
No,Single,143k,No
No,Married,138k,No
No,Married,88k,No
No,Married,196k,No
Yes,Married,71k,No
No,Married,243k,No
No,Divorced,128k,No
Yes,Single,182k,No
Yes,Divorced,227k,No
No,Married,75k,No
No,Single,99k,Yes
No,Married,208k,No
Yes,Single,178k,No
No,Divorced,201k,No
No,Married,100k,No
No,Divorced,236k,Yes
No,Married,107k,No
No,Single,245k,No
Yes,Married,170k,Yes
No,Single,62k,Yes
No,Single,229k,No
Yes,Married,96k,No
Yes,Single,196k,No
Yes,Single,101k,No
No,Married,165k,No
No,Single,193k,No
No,Married,231k,Yes
No,Single,121k,No
No,Single,169k,No
Yes,Single,71k,No
Yes,Divorced,231k,No
No,Married,224k,Yes
No,Divorced,133k,No
No,Married,230k,No
No,Married,87k,No
Yes,Married,92k,Yes
Yes,Divorced,176k,No
No,Married,174k,No
Yes,Single,96k,No
No,Married,83k,No
Yes,Divorced,83k,No
No,Married,92k,Yes
No,Married,191k,No
Yes,Divorced,90k,No
No,Married,77k,Yes
No,Married,233k,No
No,Divorced,200k,No
No,Single,109k,No
No,Married,236k,No
No,Divorced,159k,No
No,Married,199k,No
No,Single,131k,No
No,Single,104k,No
Yes,Single,77k,Yes
No,Married,216k,No
No,Single,115k,No
No,Single,113k,No
Yes,Divorced,227k,No
No,Divorced,184k,No
No,Married,118k,No
No,Married,181k,No
No,Divorced,141k,No
No,Single,213k,No
Yes,Divorced,118k,No
No,Single,101k,No
No,Single,118k,No
Yes,Married,196k,No
No,Single,185k,Yes
No,Divorced,194k,Yes
No,Married,221k,No
Yes,Single,98k,No
No,Married,224k,No
No,Married,128k,No
No,Married,155k,Yes
Yes,Married,118k,No
Yes,Married,222k,No
No,Single,224k,No
No,Single,119k,No
Yes,Single,113k,No
No,Single,196k,No
No,Married,124k,No
No,Single,237k,No
No,Single,108k,No
Yes,Married,134k,No
No,Divorced,212k,No
No,Married,64k,No
Yes,Divorced,67k,No
No,Divorced,177k,No
Yes,Single,120k,No
No,Single,72k,Yes
No,Single,84k,Yes
No,Divorced,91k,Yes
Yes,Married,122k,Yes
No,Married,134k,No
No,Married,91k,No
Yes,Married,53k,No
Yes,Divorced,120k,No
No,Single,113k,No
Yes,Single,150k,No
No,Divorced,125k,No
Yes,Married,136k,No
Yes,Married,161k,No
No,Divorced,187k,No
Yes,Divorced,53k,No
Yes,Single,142k,No
No,Married,187k,No
No,Married,210k,No
Yes,Divorced,165k,No
Yes,Married,226k,No
No,Divorced,173k,No
Yes,Divorced,147k,No
No,Single,205k,Yes
Yes,Single,55k,No
No,Single,240k,No
No,Divorced,158k,No
No,Single,181k,No
No,Divorced,188k,No
No,Married,171k,No
No,Married,230k,Yes
No,Single,73k,Yes
No,Single,107k,Yes
Yes,Divorced,102k,No
Yes,Divorced,75k,No
No,Single,81k,Yes
Yes,Single,151k,No
No,Married,115k,No
No,Married,214k,No
No,Married,139k,No
No,Married,222k,No
No,Single,217k,No
No,Married,151k,No
No,Single,203k,No
No,Married,105k,No
No,Single,66k,Yes
No,Single,78k,Yes
No,Single,163k,No
Yes,Married,136k,No
No,Married,172k,Yes
No,Single,69k,Yes
No,Single,106k,No
No,Divorced,91k,Yes
No,Divorced,56k,Yes
Yes,Married,132k,Yes
No,Single,218k,No
No,Divorced,243k,No
No,Single,53k,Yes
No,Married,193k,No
No,Married,109k,No
Yes,Married,249k,No
No,Single,152k,No
Yes,Married,185k,No
No,Married,70k,No
Yes,Single,79k,No
Yes,Married,58k,No
No,Single,99k,Yes
No,Divorced,188k,No
No,Divorced,195k,No
No,Single,193k,No
No,Divorced,160k,No
No,Single,134k,Yes
No,Divorced,238k,No
No,Single,239k,Yes
No,Divorced,174k,No
No,Single,214k,Yes
Yes,Married,60k,No
Yes,Single,223k,No
No,Single,93k,Yes
Yes,Divorced,69k,Yes
No,Married,190k,Yes
No,Married,131k,No
No,Married,77k,Yes
Yes,Single,146k,No
No,Married,133k,No
No,Married,249k,No
No,Single,131k,No
Yes,Married,193k,No
Yes,Divorced,86k,No
No,Married,129k,No
No,Married,99k,No
No,Single,61k,Yes
Yes,Divorced,230k,No
No,Married,186k,No
Yes,Divorced,222k,No
No,Divorced,208k,No
No,Single,134k,No
No,Married,82k,No
No,Married,174k,No
No,Single,124k,No
No,Divorced,207k,No
No,Married,151k,No
Yes,Single,136k,Yes
No,Single,212k,No
No,Married,68k,No
Yes,Married,96k,No
Yes,Married,205k,No
No,Divorced,124k,No
No,Single,185k,No
No,Single,214k,No
Yes,Married,91k,Yes
Yes,Married,124k,No
No,Married,199k,No
Yes,Single,73k,No
No,Divorced,124k,No
No,Married,167k,No
Yes,Single,202k,No
No,Married,174k,No
No,Married,181k,No
Yes,Single,83k,No
No,Single,163k,No
Yes,Single,135k,No
Yes,Single,187k,No
No,Divorced,103k,Yes
Yes,Single,189k,No
Yes,Married,186k,No
Yes,Single,228k,No
No,Single,217k,No
No,Divorced,156k,No
Yes,Single,79k,No
No,Single,116k,No
Yes,Single,197k,No
No,Married,215k,No
Yes,Married,244k,No
Yes,Single,96k,No
No,Single,210k,No
Yes,Married,218k,No
Yes,Married,249k,No
Yes,Married,205k,No
Yes,Married,150k,No
Yes,Single,143k,No
No,Single,71k,Yes
Yes,Married,105k,Yes
Yes,Single,94k,No
Yes,Married,59k,No
No,Single,152k,No
No,Single,128k,No
No,Single,194k,No
Yes,Married,199k,No
Yes,Single,115k,No
No,Single,156k,Yes
No,Single,144k,No
Yes,Single,94k,Yes
No,Married,160k,No
No,Divorced,79k,Yes
Yes,Married,180k,No
No,Divorced,128k,No
No,Married,50k,No
Yes,Married,227k,No
No,Single,91k,Yes
No,Divorced,138k,Yes
No,Single,54k,Yes
No,Married,54k,No
No,Married,74k,No
Yes,Married,177k,No
Yes,Single,230k,No
Yes,Married,138k,No
Yes,Single,244k,No
No,Married,110k,No
No,Single,98k,Yes
Yes,Divorced,166k,Yes
Yes,Single,115k,No
Yes,Divorced,194k,No
No,Single,231k,No
Yes,Divorced,55k,No
Yes,Divorced,131k,No
No,Divorced,165k,No
Yes,Divorced,184k,No
No,Divorced,121k,No
No,Single,89k,Yes
No,Single,183k,No
No,Single,185k,No
Yes,Single,201k,No
No,Married,228k,Yes
No,Married,200k,Yes
No,Single,185k,No
No,Single,76k,Yes
Yes,Married,164k,No
Yes,Single,101k,No
No,Single,82k,Yes
Yes,Married,202k,No
No,Married,178k,No
No,Married,188k,Yes
No,Married,238k,No
No,Single,122k,No
Yes,Divorced,137k,Yes
No,Divorced,160k,No
No,Married,246k,No
Yes,Single,135k,No
No,Single,74k,Yes
No,Divorced,246k,No
No,Single,122k,No
No,Married,188k,Yes
No,Married,165k,No
Yes,Married,176k,No
Yes,Married,175k,No
No,Married,52k,No
No,Single,64k,Yes
No,Married,160k,No
No,Single,178k,No
No,Divorced,114k,Yes
No,Married,147k,No
No,Divorced,83k,Yes
No,Married,99k,No
No,Married,155k,No
No,Single,236k,No
Yes,Married,246k,No
Yes,Single,167k,No
No,Married,108k,No
No,Single,64k,Yes
No,Married,230k,No
No,Divorced,241k,No
Yes,Single,150k,No
No,Single,182k,No
No,Single,90k,Yes
No,Single,199k,No
Yes,Single,180k,No
No,Married,81k,No
No,Single,186k,No
Yes,Single,201k,No
No,Single,90k,Yes
No,Married,117k,No
No,Single,139k,No
No,Single,124k,No
No,Single,192k,No
Yes,Single,240k,No
Yes,Single,214k,No
Yes,Single,158k,No
No,Single,235k,No
Yes,Single,107k,No
Yes,Married,97k,Yes
No,Single,212k,No
Yes,Divorced,204k,No
No,Married,110k,No
No,Married,219k,Yes
No,Single,80k,Yes
No,Married,236k,No
No,Married,229k,Yes
No,Married,136k,No
Yes,Married,131k,No
No,Single,190k,No
No,Divorced,168k,No
No,Married,136k,Yes
No,Single,189k,No
No,Married,198k,No
No,Single,236k,Yes
Yes,Married,103k,No
No,Divorced,61k,Yes
No,Single,187k,No
Yes,Single,116k,No
No,Single,67k,Yes
No,Single,203k,No
No,Married,225k,No
No,Single,92k,Yes
Yes,Married,149k,No
No,Married,133k,Yes
Yes,Divorced,134k,No
Yes,Single,106k,No
Yes,Married,212k,No
No,Married,243k,Yes
No,Single,242k,No
No,Single,179k,No
No,Married,183k,No
No,Married,53k,No
No,Single,170k,No
No,Divorced,186k,No
No,Divorced,175k,No
No,Married,115k,Yes
Yes,Married,214k,No
Yes,Divorced,107k,No
No,Single,74k,Yes
No,Divorced,238k,No
No,Single,184k,No
No,Single,126k,No
Yes,Single,211k,No
No,Single,95k,Yes
No,Divorced,244k,No
Yes,Divorced,105k,No
Yes,Married,213k,No
No,Single,196k,No
No,Divorced,236k,No
No,Single,68k,Yes
No,Married,117k,No
Yes,Married,64k,No
Yes,Single,176k,No
No,Married,154k,No
Yes,Divorced,229k,No
No,Married,64k,No
Yes,Married,95k,No
No,Married,243k,No
No,Single,220k,No
No,Married,51k,No
No,Married,121k,No
Yes,Divorced,74k,No
Yes,Married,218k,No
No,Married,248k,Yes
No,Divorced,131k,No
No,Divorced,181k,No
No,Single,212k,No
No,Divorced,111k,Yes
No,Married,128k,No
No,Single,182k,No
No,Married,229k,No
No,Married,99k,No
Yes,Married,185k,No
No,Married,218k,No
No,Single,129k,No
No,Single,204k,Yes
Yes,Married,237k,No
No,Single,121k,Yes
Yes,Single,117k,Yes
Yes,Married,161k,No
No,Divorced,144k,No
No,Single,232k,No
No,Married,52k,No
No,Married,160k,No
No,Single,227k,No
No,Married,162k,Yes
No,Single,200k,No
No,Married,92k,No
No,Married,228k,No
Yes,Married,113k,No
No,Married,85k,No
No,Married,236k,No
No,Single,67k,Yes
No,Single,125k,No
No,Married,116k,No
No,Married,220k,No
No,Married,234k,Yes
Yes,Married,55k,Yes
Yes,Married,113k,Yes
Yes,Single,68k,No
No,Married,102k,No
No,Married,67k,No
No,Married,142k,No
Yes,Married,117k,No
No,Married,51k,Yes
Yes,Married,234k,No
Yes,Single,169k,No
No,Married,235k,No
No,Married,136k,No
Yes,Single,126k,No
No,Married,184k,No
No,Divorced,96k,Yes
No,Single,237k,Yes
Yes,Married,87k,No
Yes,Divorced,102k,No
No,Married,241k,No
No,Single,154k,No
No,Married,219k,No
No,Married,163k,No
No,Married,228k,Yes
Yes,Married,165k,No
Yes,Married,53k,Yes
No,Single,162k,No
Yes,Married,144k,No
Yes,Married,144k,No
Yes,Married,153k,No
No,Married,114k,No
No,Single,222k,No
No,Single,222k,No
Yes,Married,150k,No
No,Married,167k,No
No,Single,229k,No
No,Divorced,51k,Yes
No,Married,161k,No
No,Single,207k,No
No,Divorced,197k,No
No,Married,89k,No
No,Single,78k,Yes
Yes,Married,145k,No
No,Married,117k,No
Yes,Single,227k,No
No,Married,220k,Yes
Yes,Single,83k,No
Yes,Single,144k,No
No,Married,223k,No
Yes,Single,227k,No
No,Single,103k,Yes
Yes,Divorced,55k,No
Yes,Married,205k,No
Yes,Married,78k,No
No,Married,94k,No
Yes,Married,114k,No
No,Married,50k,No
No,Single,201k,No
No,Single,188k,No
No,Single,245k,No
No,Single,238k,No
No,Divorced,65k,Yes
No,Single,185k,No
Yes,Single,214k,No
No,Divorced,219k,No
No,Married,116k,No
No,Married,230k,No
No,Single,144k,No
No,Single,240k,No
No,Married,172k,No
No,Single,82k,Yes
No,Married,231k,No
Yes,Single,76k,Yes
No,Divorced,89k,Yes
Yes,Married,104k,No
No,Divorced,149k,No
No,Single,235k,Yes
No,Married,112k,Yes
No,Married,94k,No
No,Divorced,117k,Yes
Yes,Married,189k,No
No,Single,231k,No
No,Married,60k,No
Yes,Divorced,66k,No
No,Divorced,236k,Yes
Yes,Divorced,60k,No
No,Single,193k,No
Yes,Married,183k,No
No,Single,63k,Yes
No,Divorced,178k,No
No,Single,211k,No
Yes,Married,144k,No
No,Married,160k,No
No,Married,119k,No
Yes,Married,110k,No
No,Single,191k,No
Yes,Single,95k,No
No,Single,209k,No
No,Single,117k,No
No,Single,240k,No
No,Married,58k,No
No,Single,92k,Yes
Yes,Married,60k,No
No,Single,107k,No
No,Divorced,146k,Yes
Yes,Single,129k,No
No,Married,56k,No
No,Married,67k,No
Yes,Divorced,197k,No
Yes,Married,96k,No
Yes,Married,89k,No
No,Single,84k,Yes
Yes,Divorced,246k,No
No,Single,248k,No
No,Divorced,236k,No
Yes,Married,186k,No
No,Single,157k,Yes
No,Married,111k,No
No,Divorced,182k,No
No,Married,93k,No
Yes,Married,221k,No
No,Married,166k,No
No,Married,171k,No
No,Married,214k,Yes
No,Single,220k,No
No,Married,178k,No
Yes,Divorced,75k,No
No,Single,202k,No
No,Divorced,243k,Yes
No,Married,204k,No
No,Married,133k,No
No,Single,243k,No
No,Married,191k,No
No,Married,245k,Yes
Yes,Married,148k,No
No,Single,117k,No
No,Married,124k,No
No,Married,205k,No
No,Single,145k,Yes
No,Married,58k,No
No,Divorced,73k,Yes
No,Divorced,213k,No
No,Single,129k,No
No,Divorced,133k,No
Yes,Single,104k,Yes
No,Married,171k,No
No,Single,103k,No
No,Single,155k,No
No,Single,89k,Yes
No,Married,234k,No
No,Married,170k,No
No,Single,186k,No
Yes,Single,144k,No
Yes,Married,151k,No
Yes,Divorced,172k,No
No,Married,91k,No
Yes,Divorced,195k,No
No,Divorced,147k,No
No,Single,226k,No
Yes,Married,105k,No
No,Married,143k,No
Yes,Single,187k,No
No,Married,76k,Yes
Yes,Single,201k,No
Yes,Married,81k,No
Yes,Married,231k,No
No,Single,220k,Yes
No,Divorced,101k,Yes
No,Single,209k,No
No,Married,173k,No
Yes,Single,210k,No
No,Single,102k,No
Yes,Married,148k,Yes
No,Married,137k,Yes
Yes,Divorced,156k,No
No,Married,194k,No
Yes,Single,221k,No
No,Married,147k,No
Yes,Divorced,234k,No
No,Divorced,196k,No
Yes,Single,107k,No
No,Divorced,166k,No
No,Single,121k,No
No,Single,80k,Yes
No,Married,114k,No
No,Single,119k,No
No,Single,176k,No
No,Married,128k,No
No,Married,210k,No
Yes,Divorced,202k,No
No,Single,74k,Yes
No,Married,167k,No
No,Married,187k,No
No,Divorced,98k,Yes
No,Married,58k,Yes
Yes,Married,59k,No
No,Married,197k,No
No,Married,153k,No
No,Married,74k,No
No,Married,228k,No
No,Married,198k,No
Yes,Married,146k,No
No,Married,98k,Yes
Yes,Divorced,85k,No
Yes,Divorced,94k,No
No,Single,80k,Yes
No,Single,98k,Yes
No,Married,105k,No
Yes,Married,115k,No
Yes,Divorced,212k,No
No,Divorced,131k,No
No,Single,110k,No
Yes,Married,175k,No
No,Single,143k,No
No,Married,58k,Yes
Yes,Married,138k,No
Yes,Divorced,197k,No
Yes,Married,173k,Yes
No,Single,174k,No
No,Married,242k,No
No,Married,144k,Yes
No,Divorced,179k,No
Yes,Single,75k,No
No,Married,196k,No
No,Divorced,169k,No
No,Single,139k,No
No,Married,217k,No
Yes,Married,173k,No
No,Single,97k,Yes
Yes,Married,173k,No
No,Married,60k,No
Yes,Single,236k,No
No,Divorced,242k,Yes
Yes,Single,154k,No
No,Single,183k,No
No,Divorced,174k,No
No,Divorced,79k,Yes
No,Divorced,178k,No
Yes,Divorced,90k,No
Yes,Divorced,58k,Yes
Yes,Married,193k,No
Yes,Married,119k,No
Yes,Divorced,206k,No
No,Divorced,72k,Yes
No,Married,103k,No
No,Married,230k,Yes
No,Married,165k,No
Yes,Single,155k,No
No,Single,169k,No
No,Single,205k,Yes
Yes,Single,227k,No
No,Married,228k,No
No,Married,53k,No
Yes,Single,196k,No
No,Single,59k,Yes
No,Single,133k,No
No,Married,125k,No
No,Married,177k,No
No,Single,153k,No
No,Single,178k,No
Yes,Single,84k,No
No,Single,200k,No
No,Single,238k,No
No,Married,91k,No
Yes,Married,241k,No
No,Single,73k,Yes
Yes,Single,162k,No
No,Single,72k,Yes
No,Married,248k,Yes
No,Single,74k,Yes
Yes,Married,113k,No
No,Married,69k,No
No,Single,130k,No
No,Married,157k,No
Yes,Married,193k,No
No,Single,158k,No
No,Divorced,226k,No
Yes,Single,81k,No
No,Single,83k,Yes
No,Married,241k,No
Yes,Divorced,68k,No
Yes,Single,212k,No
No,Divorced,127k,No
Yes,Married,156k,No
No,Single,65k,Yes
Yes,Divorced,162k,No
No,Divorced,244k,No
No,Divorced,194k,No
No,Divorced,114k,Yes
No,Single,208k,Yes
No,Married,183k,No
No,Married,93k,No
Yes,Married,149k,Yes
Yes,Single,236k,No
No,Married,157k,No
Yes,Single,213k,No
Yes,Single,171k,No
Yes,Single,63k,No
No,Divorced,95k,Yes
Yes,Single,189k,No
No,Divorced,176k,No
Yes,Single,125k,No
Yes,Married,158k,No
No,Divorced,198k,Yes
No,Divorced,90k,Yes
No,Single,110k,No
No,Married,140k,No
No,Single,221k,No
No,Divorced,154k,No
Yes,Divorced,202k,No
No,Divorced,244k,No
No,Single,213k,Yes
Yes,Married,132k,No
No,Single,215k,No
No,Single,225k,No
No,Divorced,235k,No
No,Divorced,215k,No
No,Single,221k,Yes
No,Married,94k,No
No,Single,170k,No
Yes,Single,92k,No
Yes,Married,84k,No
No,Married,102k,No
Yes,Divorced,98k,No
No,Married,75k,No
No,Married,182k,No
Yes,Married,143k,No
Yes,Divorced,156k,No
Yes,Divorced,199k,No
No,Married,56k,No
No,Married,72k,No
Yes,Single,86k,Yes
No,Divorced,123k,No
