Document_ID,Text
271,wine comedy up for six film gongs sideways a winetasting comedy starring paul giamatti is up for six independent spirit awards the arthouse version of the oscars the awards are held on 26 february the day before the oscars spanish drama maria full of grace about a colombian woman who becomes a drug courier got five nominations controversial biopic kinsey starring liam neeson as sex researcher alfred kinsey was one of four films to get four nominations the awards now in their 20th year honour quirky lowbudget films all of which must have a degree of independent financing sideways is written and directed by alexander payne who directed the 2002 hit about schmidt winning jack nicholson his 12th academy award nomination these awards for better or worse mean everything said sideways producer michael london adding they were a huge first step toward getting recognition from other awards among the other films receiving four nominations apiece were brother to brother a drama about a young gay black man forced to live on the streets robbing peter and primer primer a 7000 3650 tale of discovery won top prize at the sundance film festival earlier this year walter salles critically acclaimed the motorcycle diaries and the forthcoming thriller the woodsman starring kevin bacon received three nominations each also in the running with two nominations are high school comedy napoleon dynamite the door in the floor and garden state written directed and starring scrubs star zach braff alongside natalie portman the awards were announced by actors selma blair and dennis quaid in los angeles on tuesday
272,musicians to tackle us red tape musicians groups are to tackle us visa regulations which are blamed for hindering british acts chances of succeeding across the atlantic a singer hoping to perform in the us can expect to pay 1300 680 simply for obtaining a visa groups including the musicians union are calling for an end to the raw deal faced by british performers us acts are not faced with comparable expense and bureaucracy when visiting the uk for promotional purposes nigel mccune from the musicians union said british musicians are disadvantaged compared to their us counterparts a sponsor has to make a petition on their behalf which is a form amounting to nearly 30 pages while musicians face tougher regulations than athletes and journalists if you make a mistake on your form you risk a fiveyear ban and thus the ability to further your career says mr mccune the us is the worlds biggest music market which means something has to be done about the creaky bureaucracy says mr mccune the current situation is preventing british acts from maintaining momentum and developing in the us he added the musicians union stance is being endorsed by the music managers forum mmf who say british artists face an uphill struggle to succeed in the us thanks to the tough visa requirements which are also seen as impractical the mmfs general secretary james seller said imagine if you were an orchestra from the orkneys every member would have to travel to london to have their visas processed the us market is seen as the holy grail and one of the benchmarks of success and were still going to fight to get in there its still very important but there are other markets like europe india and china added mr seller a department for media culture and sport spokeswoman said were aware that people are experiencing problems and are working with the us embassy and record industry to see what we can do about it a us embassy spokesman said we are aware that entertainers require visas for timespecific visas and are doing everything we can to process those applications speedily we are aware of the importance of cultural exchange and we will do our best to facilitate that he added
273,tautou film tops cesar prize nods french film a very long engagement has received 12 nominations for frances cesar film awards despite a recent ruling it was not french enough the world war i romantic drama starring audrey tautou was recently ruled too american by a paris court as it was partially backed by warner bros but the cesar organisers modified their rules to allow the film to compete the film directed by jeanpierre jeunet received best actress picture and director nominations last november a court judged the film was too american to compete in french film festivals two associations of french producers challenged jeunets right to french government subsidies because warner bros was a backer the ruling meant the movie which was filmed in france and used french actors and technicians was not eligible to compete for french prizes but alain terzian president of cesar organisers the academie des arts et techniques du cinema said the changes in eligibility rules which allow films of french expression were made three months prior to the court decision other films in the best film category include police drama 36 quai des orfevres arnaud desplechins kings and queen abdellatif kechiches lesquive and frances number one film at the 2004 boxoffice the chorus best actors are daniel auteuil for 36 mathieu amalric for kings and queen gerard jugnot for the chorus philippe torreton for lequipier and benoit poelvoorde for podium tautou will compete against maggie cheung emmanuelle devos yolande moreau and karin viard for best actress michael moores fahrenheit 911 the motorcycle diaries lost in translation eternal sunshine of the spotless mind and 21 grams are all vying in the best foreign film prize the awards ceremony will be held on 26 february this year will smith star of i robot independence day and men in black will be given an honorary cesar along with french singeractor jacques dutronc
274,lasting influence of legend charles ray charles who has won a string of posthumous grammy awards belonged to a pioneering generation of artists that had a huge influence on the course of rock and pop music his sound encompassed so many styles blues gospel jazz rock n roll even country and had a real impact on the nascent uk beat and rb scenes compared in stature to elvis presley by some commentators charles songs cast their spell on such 1960s stalwarts as joe cocker steve winwood eric burdon and van morrison his influence has extended to contemporary artists such as norah jones with whom he recently recorded a duet if james brown was the godfather of soul then ray charles was indisputably one of its founding fathers along with sam cooke he was instrumental in bringing together the gospel fervour of the deep south baptist church with the devils music of rb to pave the way for a new generation of soul artists without charles it is hard to imagine the tearstained atlantic rb sound of aretha franklin otis redding or wilson pickett he was also a talented jazz composer arranger and band leader playing at the newport jazz festival and carnegie hall and recording with noted jazz musicians such as milt jackson and david fathead newman unfortunately he also shared another trait common among many jazz artists of the era that of heroin addiction which led to him being arrested in 1965 his string of 1950s atlantic rb successes included songs that would be covered by the firstgeneration rock n roll greats including ive got a woman roy orbison elvis presley and hallelujah i love her so eddie cochran after the exuberance of his 1959 signature song whatd i say charles turned towards a more poporiented style recording hoagy carmichaels sentimental string ballad georgia on my mind and the upbeat hit the road jack he also won acclaim in the country arena with his interpretations of hank williams standards such as your cheating heart and you win again more than 40 years after its release his 1962 abc album modern sounds in country and western music is still regarded as a classic his version of don gibsons i cant stop loving you topped the pop and rb charts in the us in 1972 he made a rare foray into protest songs with his album a message from the people on it he took a stand on poverty and civil rights echoing similar recordings of the era from progeny such as stevie wonder james brown curtis mayfield and marvin gaye more than 20 years later he would embrace contemporary production with his 1993 album my world which featured hiphop beats although charles claimed at the time not to know what hiphop was among the tributes that poured in from all sections of the music world when charles died aged 73 in june 2004 was one from his friend the producer quincy jones who described him as a brother in every sense of the word there will never be another musician who did as much to break down the perceived walls of musical genres as much as ray charles did he said former manfred mann singer paul jones who sang on 1960s hits such as come tomorrow and sha la la said charles was one of his heroes im quite sure my own writing was influenced by him he told bbc news online i would put money on the proposition that ray charles will have an influence on music forever
275,pop band busted to take a break charttopping pop band busted have confirmed that they plan to take a break following rumours that they were on the verge of splitting a statement from the bands record company universal said frontman charlie simpson planned to spend some time working with his other band fightstar however they said that busted would reconvene in due course the band have had eight top three hits including four number ones since they first hit the charts in 2002 their singles include what i go to school for year 3000 crashed the wedding you said no and whos david the band which also includes members matt jay and james bourne made the top ten with their selftitled debut album as well as the followup a present for everyone in 2003 they won best pop act and best breakthrough act at the 2004 brit awards and were nominated for best british group most recently they topped the charts with the theme from the liveaction film version of thunderbirds which was voted record of the year on the itv1 show the band have capitalised on a craze for artists playing catchy pop music with rock overtones the trio are seen as an alternative to more manufactured artists who are not considered credible musicians because they do not write their own songs or play their own instruments however recent rumours have suggested that simpson has been wanting to quit the band to focus on fightstar he now plans to take fightstar on tour
276,mccririck out of big brother show racing pundit john mccririck has become the latest contestant to be evicted from celebrity big brother he was nominated to leave the channel 4 show by fellow housemates alongside happy mondays dancer bez at one time bez was among the most popular contestants but he has since become withdrawn and argumentative mccririck was ordered to leave the house on monday following jackie stallone the actor sylvesters mother who was first to be evicted bez reacted badly to the news that he had been nominated by five of his fellow housemates whilst john received four votes against him sylvester stallones exwife brigitte nielsen nominated both john and bez she said bez is a difficult human being theres something wrong with him even though hes making an effort hes not very happy in here former holby city actor jeremy edwards said he had nominated bez after he became agitated on friday night and talked about escaping over the wall to go clubbing he said bez was being loopy and stressed according to bookmaker ladbrokes john mccririck was 13 favourite to be evicted on monday while bez was at 94 mccririck faced the public vote on friday and received 67 of the vote to keep him in the house whilst jackie stallone was evicted
277,cult band kasabian surge forward indie dance band kasabian built up a cult following throughout 2004 to secure three brit award nominations the fourpiece leicester band blends dark electronics with rock earning kasabian places on the best british group rock act and live act shortlists they have also earned a reputation as outspoken and charismatic in contrast to fellow brit nominees such as keane and snow patrol british music needs a kick up the arse and britain needs a new band to breathe life into the british people again declared kasabians singer tom meighan noones doing it at the minute music feels like its in the afterlife right now we dont want people to give up on it the serpents going to rise from the sea and scare all the pirates away meighan grew up in leicester with kasabian songwriterguitarist sergio pizzorno and bassist chris edwards a trio which began making music from the age of 17 they enlisted guitarist and keyboard player christopher karloff after spotting him in a pub we saw his long sideburns and thought hey he looks the part well ask him said meighan inspired by britpop and a mutual love of hardcore an early 1990s genre that fused house music with hip hop beats and a dark sensibility they added an electronic element to the traditional guitar sound we got a computer and we cut rocknroll up because theres no point in going back to how it was said meighan its all about new ideas and creativity the bands original approach is reflected in its name inspired by linda kasabian the getaway driver of us serial killer charles manson coincidentally it is also the armenian term for butcher kasabian moved into a remote farmhouse in rutland to record their debut album benefiting from its isolation but also managing to sneak in a few parties while they were there signed to the rca record label kasabian tested the water with two singles club foot and lsf which reached numbers 19 and 10 in the uk singles chart respectively they built up their following on the summer festival circuit opening both glastonbury and t in the park and at a series of guerilla gigs at unusual venues including half time orange a pub next to leicester city football clubs headquarters kasabians selftitled album was released last september to widespread critical acclaim its indie dance stance drawing comparisons to the stone roses primal scream and the happy mondays regarding it as both a fiery assertion of rock n roll ethics and proof that a siege mentality is alive and well in the badlands of rutland water the nmes praise was typical of the albums reception as 2004 progressed kasabian would score a further two hits processed beats and cutt off and embark upon a wellreceived uk tour we take our music seriously definitely but we want to have fun with it said pizzorno this is not a job to us added meighan this is the best life we could ever have this is what its all about and without it wed be lost souls but music needs us as well
278,oscar host rock to keep it clean oscar host chris rock said he will steer clear of bad language when he fronts the awards on 27 february the comedian who recently got into trouble for poking fun at the ceremony is renowned for his heavy use of expletives during his standup routine the live ceremony will be broadcast with a transmission delay on us network abc to ensure swear words are removed ive been on tv and been funny not cursing he said during an interview for cbs networks 60 minutes show as far as content is concerned i will talk about the movies im not really worried about it im sure abc might be more worried about it than me he added the 40yearold comedian caused a furore when he said in an interview with us magazine entertainment weekly recently that he hardly ever watched the oscars and labelled awards ceremonies idiotic the shows producers defended rock and confirmed that he would still be presenting the oscar ceremony saying his comments were humorous digs meanwhile the academy has announced that oscarnominated actress natalie portman will present an award at the ceremony portman who has been nominated for a best supporting actress gong for her role in mike nichols closer joins a growing list of stars set to bestow an award at the ceremony including dustin hoffman drew barrymore renee zellweger and britishborn actress kate winslet
279,prince crowned top music earner prince earned more than any other pop star in 2004 beating artists such madonna and elton john in us magazine rolling stones annual list the singer banked 565m 304m from concerts album and publishing sales with his musicology tour and album he kept madonna in second place as she earned 549m 295m while embarking on her global reinvention tour veterans simon and garfunkel were in 10th place their comeback tour helping them earn 249m 134m last year prince returned to centre stage after a decade in the commercial wilderness the magazine reported the singers 2004 tour took 903m 485m in ticket sales and he sold 19 million copies of his latest album musicology although she grossed more than prince last year madonna remained in second place because of the monumental production costs of her tour heavy metal band metallicas madly in anger with the world tour helped push their 2004 earnings up to 431m 231m they were ahead of sir elton john who took fourth place and almost 427m 23m from performances including a debut on the las vegas strip other seasoned performers in the list included rod stewart whose soldout shows and third volume of the great american songbook covers album helped net him 35m 19m the highestranking rap act in the list was 50 cent who at number 19 took 24m 13m to the bank
280,elvis set for chart hattrick the late us legend elvis presley is likely to score his third uk number one single in three weeks on sunday according to early sales figures the king of rock n roll has already had consecutive charttoppers with jailhouse rock and one night a fool such as i the next in a series of 18 reissues is on course to beat the chemical brothers to the top but his next single its now or never will face a challenge from tsunami charity single grief never grows old sir cliff richard russell watson boy george bill wyman and members of the bee gees the beach boys america and the eagles are expected to feature on the charity song bookmakers have offered odds of 101 for all presleys 18 hits to go back to number one a fool such as i would become the 1001st number one single in uk chart history after one night took the 1000th place on sunday the latest release is currently outselling the chemical brothers comeback single galvanize plus other new releases from athlete ciara and feeder presleys 18 original number ones are being reissued as limited release singles with fans eager to buy the set to fill a collectors box that went on sale in the first week record company sony bmg is now manufacturing 5000 more copies of each single than originally planned to meet demand taking the total number of copies of each song on sale to about 28000
281,applegates charity show closes us musical sweet charity has cancelled its run on broadway after poor ticket sales for its early shows star christina applegate had to pull out of prebroadway performances earlier this month with a broken foot producer barry weissler said he was deeply proud of the show but said the decision to close it was painful but fiscally responsible applegate who starred in tv comedy married with children had been hoping to make her broadway debut in the show the 33yearold injured herself while performing in chicago and had been hoping to recover in time for its official new york opening on 21 april she had received mixed reviews for performances in minneapolis and chicago previews of the 75m 4m show were due to begin on 4 april sweet charity tells the story of charity hope valentine a dancer who always falls in love with the wrong man it was first performed on broadway in 1966 with gwen verdon in the title role while shirley maclaine starred in the 1969 film version
282,tv station refuses adoption show a tv station in the us has refused to show a controversial new series where adopted children try and pick their birth father and win a cash prize the wraztv fox affiliate in north carolina was the only one of 182 stations to refuse mondays show whos your daddy promises 100000 52000 to the contestant if she correctly identifies her father it was met with protests by the national council for adoption which said it exploits sensitive emotions it exploits the sensitive emotions of adoption said thomas atwood president of the national council for adoption it trivialises them adoption is a very personal meaningful experience and it should not be commercialised like this on the pretaped programme the contestant is presented with eight men who may or may not be her natural father if she picks the correct man from the lineup the contestant wins the jackpot prize of us100000 52590 however if she picks the wrong man then the impostor takes the money fox producers defended the show saying it was a positive experience they have made six specials though only one episode has so far been broadcast the special was thoroughly vetted by our standards and practices department to ensure that it was appropriate for broadcast said a fox spokesman however any network affiliate that feels the programming may be inappropriate for their individual market has the right to preempt the schedule wraztv instead chose to air an independentlyproduced film i have roots and branches personal reflections on adoption a documentary about families with adopted children we just dont think adoption is a game show said tommy schenck wraztvs general manager though he said his decision had not been influenced by public protests
283,downloads enter us singles chart digital music downloads are being included in the main us singles chart for the first time billboards hot 100 chart now incorporates data from sales of music downloads previously only assigned to a separate download chart green days boulevard of broken dreams is currently number two in billboards pop chart and tops its digital chart download sales are due to be incorporated into the uk singles chart later this year digital sales in the us are already used to compile billboards hot digital sales chart they will now be tallied with sales of physical singles and airplay information to make up its new hot 100 chart its second new chart the pop 100 also combines airplay digital and physical sales but confines its airplay information to us radio stations which play chart music in addition to green day other artists in the current us digital sales top 10 include kelly clarkson the game and the killers sales of legally downloaded songs shot up more than tenfold in 2004 with 200 million track purchased online in the us and europe in 12 months the international federation of the phonographic industry ifpi reported last month in the uk sales of song downloads overtook those for physical singles for the first time at the end of last year the last week of december 2004 saw download sales of 312000 compared with 282000 physical singles according to the british phonographic industry the uks first official music download chart was launched last september compiling the most popular tracks downloaded from legal uk sites including itunes od2 mycokemusiccom and napster westlifes flying without wings a 1999 track reissued for the occasion was the first number one of the uk download chart a spokesman for the british phonographic industry bpi said the first combined uk download and sales chart was due to be compiled within the first half of this year work is going on across the music business right now to make sure the new chart works to plan he said the bpi spokesman described the uk music download chart compiled by the official charts company as having been a great success since its launch it has provided a focus for the industry and has really driven interest in downloads among music fans he said
284,uganda bans vagina monologues ugandas authorities have banned the play the vagina monologues due to open in the capital kampala this weekend the ugandan media council said the performance would not be put on as it promoted and glorified acts such as lesbianism and homosexuality it said the production could go ahead if the organisers expunge all the offending parts but the organisers of the play say it raises awareness of sexual abuse against women the play promotes illegal unnatural sexual acts homosexuality and prostitution it should be and is hereby banned the councils ruling said the show which has been a controversial sellout around the world explores female sexuality and strength through individual women telling their stories through monologues some parliamentarians and church leaders are also siding with the media council ugandas new vision newspaper reports the play is obscene and pornographic although it was under the guise of womens liberation mp kefa ssempgani told parliament but the works author us playwright eve ensler says it is all about womens empowerment there is obviously some fear of the vagina and saying the word vagina ms ensler told the bbc its not a slang word or dirty word its a biological anatomical word she said the play is being produced and performed by ugandan women and it is not being forced on them the four ugandan ngos organising the play intended to raise money to campaign to stop violence against women and to raise funds for the wartorn north of the country im extremely outraged at the hypocrisy the plays organiser in uganda sarah mukasa told the bbcs focus on africa programme im amazed that this country uganda gives the impression that it is progressive and supports womens rights and the notions of free speech yet when women want to share their stories the government uses the apparatus of state to shut us up
285,dirty dens demise seen by 14m more than 14 million people saw dirty den watts killed off on friday marking eastenders 20th anniversary according to unofficial figures dens death came 16 years after he was supposedly shot in 1989 but he came back to the show in september 2003 the audience for bbc ones onehour special averaged 137 million and peaked at 142 million in the last 15 minutes overnight figures showed den died after being confronted by zoe chrissie and sam in the queen vic if the ratings are confirmed the episode will have given the soap its highest audience for a year the overnight figures showed almost 60 of the viewing public tuned into eastenders between 2000 and 2100 gmt leaving itv1 with about 13 we are very pleased with the figures a bbc spokesman said it shows viewers have really enjoyed the story of dens demise the shows highest audience came at christmas 1986 when more than 30 million tuned in to see den played by leslie grantham hand divorce papers to wife angie two years later 24 million saw him apparently shot by a man with a bunch of daffodils by a canal more than 16 million viewers watched his return in 2003 the shows ratings have since settled down to about 12 million per episode grantham hit the headlines in may after a newspaper printed photographs of him apparently exposing himself via a webcam from his dressing room he also allegedly insulted four costars he apologised for his deplorable actions and a moments stupidity
286,spirit awards hail sideways the comedy sideways has dominated this years independent spirit awards winning all six of the awards for which it was nominated it was named best film while alexander payne won best director and best screenplay along with writing partner jim taylor it also won acting awards for stars paul giamatti thomas haden church and virginia madsen sideways is tipped to do well at sundays oscars with five nominations the awards now in their 20th year are given to films made outside the traditional studio system and are traditionally held the day before the oscars other winners included catalina sandino moreno who took best actress for her role as a drug smuggler in the colombian drama maria full of grace moreno is also nominated for best actress at the oscars the best first screenplay award went to joshua marston for maria full of grace scrubs star zach braff won the award for best first feature for garden state which he wrote directed and starred in oscarnominated euthanasia film the sea inside from spain won best foreign film while metallica some kind of monster was awarded best documentary actor rodrigo de la serna took the best debut performance prize for the motorcycle diaries the awards are voted for by the 9000 members of the independent feature projectlos angeles which includes actors directors writers and other industry professionals last years big winner lost in translation went on to win the oscar for best original screenplay for writerdirector sofia coppola
287,france set for new da vinci novel french booksellers are braced for a rush of interest after another book from the author of the da vinci code is translated into french angels and demons by us author dan brown will go on sale on wednesday the da vinci code is set in paris including the louvre and has sold around one million copies in france the main character robert langdon also appears in angels and demons the da vinci code is being made into a film starring tom hanks angels and demons was written before the da vinci code which has sold more than 20 million copies worldwide and been translated into more than 40 languages since it was released in 2003 angels and demons is set mainly in rome as symbologist robert langdon follows a 400yearold trail to try to uncover a plot by an ancient brotherhood the illuminati to blow up the vatican the novel deals with moral issues such as the debate between science and religion and also seeks to uncover some of the mysteries surrounding the pope on his website brown wrote i think the reason angels and demons is raising eyebrows right now is that it opens some vatican closets most people dont even know exist but i think most people understand that an organisation as old and powerful as the vatican could not possibly have risen to power without acquiring a few skeletons in their closets such is the success of the da vinci code in france special tours have been organised to trace langdons footsteps including the the louvre museum and the saint sulpice church the louvre has also given permission for parts of the film version to be shot in the museum the film to be directed by a beautiful minds ron howard is due to start filming at the paris museum in may and stars hanks alongside french actress audrey tautou
288,neeson in bid to revive theatre hollywood film star liam neeson has held a dinner party in new york to promote belfasts lyric theatre the ballymenaborn actor said that the theatre on ridgeway street was in a very dilapidated condition lyric chairman david johnston has said that rebuilding the theatre at a cost of 8m is the only answer mr neeson said that the idea was to get a bunch of healthy wealthy irish americans in one room and ask them to help with fundraising the oscarnominated actor whose films include schindlers list michael collins and star wars the phantom menace said the lyric is too important to the cultural and social life of northern ireland for this building to crumble and fall apart it gave me a start professionally mary omalley the founder of the theatre gave me my future in those days in the mid70s when i was there we were doing a play every four weeks belfast was not a pretty town to be living in there was serious trouble as you know but this theatre was like a belisha beacon of light and hope six nights a week doing everything from shakespeare to yeats to ocasey with a group of actors and actresses that affected me very deeply and still do the lyric began 50 years ago but the doors opened at its present site on the stranmillis embankment overlooking the river lagan in 1968 as well as liam neeson it also launched the careers of adrian dunbar and stephen rea and playwrights such as martin lynch and gary mitchell speaking to bbc northern ireland before the event at new yorks soho house mr neeson said that his spirit belonged to the glens of antrim and he said that there was one figure from his childhood that he would love to portray on the big screen ian paisley he said that the dup leader and preacher was a very dynamic extraordinary figure neeson used to listen to his sermons on a friday night in ballymena he said what an orator he was from that old school of biblethumping righteousness but it was so dramatic i found him very powerful id love to get a chance to play him some time
289,angels favourite funeral song angels by robbie williams is the song britons would most like played at their funeral a survey has suggested while the melancholy hit topped the uk poll europeans favoured queens more upbeat anthem the show must go on as their first choice frank sinatras my way was second in the uk vote with monty pythons always look on the bright side of life in third place more than 45000 people were surveyed by digital tv station music choice the european chart which included denmark france and germany put led zeppelins stairway to heaven in second and acdcs highway to hell in third queens who wants to live forever was highly favoured by both uk and european voters both lists featured only one traditional or classic song each with britons requesting the royal scots dragoon guards amazing grace and their continental counterparts opting for mozarts requiem wanting to share your most treasured musical gem with those youre leaving behind is the perfect way to sign off and leave a lasting impression music choice music and marketing manager simon george said
290,briton wins short film oscar three of the five nominees in the liveaction short film category at this years oscars were british for andrea arnold who won the category ashvin kumar and gary mckendry the past month has thrust them from relative obscurity into the limelight arnolds gritty drama wasp is about a single mother living on the breadline while kumars little terrorist follows a young pakistani muslim boy who gets stuck on the wrong side of the heavily armed indian border mckendrys entry everything in this country must forces british soldiers and catholics to challenge their relationship during the troubles in northern ireland last week the trio attended an official screening of all the nominated short films at the academys headquarters in beverly hills i felt so privileged to have a thousand people watching my film on the biggest screen ive ever seen says arnold set in her native dartford wasp tells the story of a young mum who unable to find a babysitter leaves her four young daughters outside a pub while shes on a date the image that sparked the film was that of a wasp crawling into a babys mouth the other nominees said they made their films for this reason or that they had something to say but i just start with an image i cant shake off work outwards from that and see what comes out she explains since she presented childrens tv shows number 73 and motormouth in the 1980s arnold has kept a low profile and is having trouble adapting to this sudden onslaught of attention im not interested in the publicity its not my personality im overwhelmed by all the fuss she said its all a bit like a beauty contest all the films are great and so different but even though my film has won 30 awards worldwide including one at sundance last month id still be proud of it even if it hadnt won any asked what the nomination means to her arnold says she feels flattered and honoured weve all been overwhelmed by the response and cant get it in perspective yet im still reeling and she wont commit to an opinion of hollywood yet im just in the middle of it living moment to moment day to day but despite her reservations about the academy awards and the media frenzy that surrounds it she accepts that it has opened doors for her people will definitely listen to what i want to do now and the phone didnt stop ringing for a week after i got nominated as for the future arnold firmly believes that you often get a stronger vision of the world with short films youre left more to your own devices without people interfering as much that said she is currently working on a feature film with dogville and dancer in the dark director lars von trier
291,south bank awards honour hit soap coronation street has become the first soap to triumph at the south bank show awards which traditionally reward highbrow and groundbreaking culture the soap beat fellow itv1 show filthy love and channel 4s shameless to win the best tv drama prize on thursday little britain was named best comedy while franz ferdinand beat morrissey and the libertines to the music award shane meadows dead mans shoes picked up the best film award beating shaun of the dead and my summer of love the two award ceremonies reflect the achievements the industry believes have been made in the last year in 2004 coronation street pulled away from its bbc one rival eastenders in the ratings and dominated other tv awards last year the south bank award for best tv drama went to steven poliakoffs period piece the lost prince while bloody sunday about the 1972 killings in northern ireland won in 2003 in other south bank categories little britains second series beat nighty night and the green wing to the comedy trophy while alan bennetts the history boys won in the theatre category author david mitchell made up for losing out in the booker prize to alan hollinghurst by beating him to the literary award with his book cloud atlas shameless state of play and clocking off creator paul abbott got a lifetime achievement award while former grange hill actress amma asante won the breakthrough award for writing and directing her first film a way of life
292,brits return keane to number one brits success has helped return keanes awardwinning album hopes and fears back to the top of the uk album chart the debut album which took the best british album title at the brits on tuesday moved up seven places from number eight to number one also capitalising on brits success were the scissor sisters whose eponymous album moved three places to number two u2s latest single sometimes you cant make it on your own took the top spot in the singles chart ahead of elvis the track from their current album how to dismantle an atomic bomb pushed eminems like toy soldiers from number one to number three elvis wooden heart which entered the chart at number two is the sixth in a series of 18 reissues to mark the 70th anniversary of presleys birth there are currently six rereleased elvis tracks occupying spots in the top 40 singles chart including are you lonesome tonight at number 20 its now or never at number 27 and jailhouse rock at number 37 soldier by destinys child ti and lil wayne debuted at number four while almost here the duet from former westlife star brian mcfadden and delta goodrem fell from number three to number five there was more follow up to brits success for franz ferdinand won best rock act and best british group last week their selftitled album moved from 13 to number four last weeks number one album tourist by athlete fell to number three
293,oscar nominee dan oherlihy dies irish actor dan oherlihy who was nominated for best actor at the 1955 oscars has died at the age of 85 oherlihy whose oscar nomination was for luis bunuels the adventures of robinson crusoe died at his home in malibu california a spokesman said the actor began his film career in the 1940s playing macduff to orson welles macbeth in 1948 and was also a regular in on the dublin stage he later appeared in robocop and its sequel and cult tv show twin peaks he played the ceo of omni consumer products in 1987s robocop and robocop 2 three years later and was saw mill owner andrew packard in twin peaks also in 1990 despite his oscar nomination he had few other lead roles and became a familiar supporting actor on tv and in film the year he was nominated the academy award was won by marlon brando for on the waterfront
294,sky takes over oscar night mantle sky has signed a major new deal to broadcast this years academy awards taking over from three years of live oscar coverage on the bbc sky said it was honoured to have won exclusive broadcasting rights and promised to cover the event in a way no other broadcaster could the bbc denied it had lost a bidding war saying it had decided to pass the mantle to another broadcaster the ceremony hosted by newcomer chris rock takes place on 27 february 2005 skys coverage will launch with the nominations on 25 january and will include themed programming across sky channels including sky news sky travel and the biography channel there will also be a monthlong season of oscarwinning films on sky movies in the run up to the event and live uninterrupted coverage on the night we are honoured to have won the live and exclusive broadcasting rights for the academy awards said sky networks sophie turner laing sky is the natural place to see the biggest and most prestigious film event of the year and will cover the event in a way that no other broadcaster could sky first scooped oscar rights from the bbc in 1999 but the bbc won them back in 2001 when sky was forced to pull out of a bidding war due to financial constraints bbc viewers will of course be able to watch quality coverage of the 2005 academy awards on the bbcs bulletins and news programmes a spokesman said among the films tipped to do well at this years academy awards are martin scorseses the aviator jeanpierre jeunets a very long engagement and the ray charles biopic ray
295,lit idol begins search for author the second pop idolstyle search for literary talent has begun with the help of the brother of simon cowell writer tony cowell is among the judges who will hear aspiring writers read their work aloud the winner gets a deal with literary agency curtis brown im not going to be the mr nasty of books said cowell 54 in reference to his brothers caustic remarks on tv shows pop idol and the xfactor the 2004 winner paul cavanagh went on to sign a deal with harper collins this year the competition is specifically looking for a crime writer writers must submit up to 10000 words from the opening chapters of their novels and a synopsis professional readers will choose a shortlist of five following the competition closing date on 14 january the final five will then have to read their work in front of judging panel a public vote will also take place which will account for 25 of the final decision the winner will be announced at the london book fair on 14 march next year and could be screened on tv its very very hard to find an agent and extremely difficult without an agent to get a publisher to look at your work said cowell people do fall by the wayside and the more avenues we can provide for aspiring authors the better he added paul cavanagh a former university professor and health care consultant from ontario in canada was one of 1466 aspiring novelists to enter the first contest he lifted the inaugural lit idol prize after reading aloud an excerpt of his work northwest passage three film studios are said to be interested in buying film rights for the book even though it is not finished yet
296,bbc denies blackadder tv comeback the bbc has said there are no plans in the pipeline for a new series of hit comedy blackadder which ended in 1989 tony robinson who played the servant baldrick told itv1s this morning the shows star rowan atkinson was more keen than he has been in the past robinson added he would love to do another series each of which was set in a different era ranging from the 15th century to world war i but the bbc said on thursday there were no plans for a comeback in the final series all the main characters were killed off charging towards german lines after being ordered out of their trench the poignant finale was later voted the best farewell episode of a tv series a host of other uk actors including hugh laurie stephen fry and miranda richardson also appeared in the show blackadder returned for a oneoff special filmed to celebrate the arrival of the millennium in 1999 it was shown at the millennium dome in greenwich before being screened on bskyb
297,lee to create new film superhero comic book veteran stan lee is to team up with producer robert evans to create a movie featuring a new superhero foreverman will focus on a character who has to face problems in everyday life as well as using his special powers to save the world paramount pictures the studio behind the film have revealed few details about the project but say it has the potential to spawn a series of films lee is best known for his work on spiderman and the incredible hulk he is collaborating on the script with screenwriter peter briggs who penned the recent comic book adaptation hellboy we believe it to be truly a whole new franchise said gill champion president and chief executive of lees pow entertainment in this world where people are looking for something different stans idea was to create a concept not seen before to become an evergreen franchise for paramount many of lees other creations including xmen and daredevil have been turned into films in the past five years however the spiderman series has been the biggest box office hit with the 2002 original and its 2004 sequel taking almost 16bn 857m worldwide a third spiderman film is scheduled for release in 2007 another marvel comics adaptation the fantastic four will be released in cinemas this summer
